id,name,normalized_name,created_at,updated_at
274,Springfield Elementary School Grounds,springfield elementary school grounds,2016-09-29 15:25:09.31945,2016-09-29 15:25:09.31945
275,Van Houten Home,van houten home,2016-09-29 15:25:09.370151,2016-09-29 15:25:09.370151
276,JANEY'S HOUSE,janey house,2016-09-29 15:25:09.377272,2016-09-29 15:25:09.377272
277,Itchy & Scratchy International,itchy scratchy international,2016-09-29 15:25:09.507106,2016-09-29 15:25:09.507106
278,I & S INTERNATIONAL,i s international,2016-09-29 15:25:09.515396,2016-09-29 15:25:09.515396
279,CHAIRMAN I & S INTERNATIONAL'S OFFICE,chairman i s international office,2016-09-29 15:25:09.528257,2016-09-29 15:25:09.528257
280,ART MUSEUM,art museum,2016-09-29 15:25:10.920717,2016-09-29 15:25:10.920717
281,Various,various,2016-09-29 15:25:11.154627,2016-09-29 15:25:11.154627
282,Springfield Museum,springfield museum,2016-09-29 15:25:11.170283,2016-09-29 15:25:11.170283
283,A BUSY DOWNTOWN STREET,a busy downtown street,2016-09-29 15:25:11.416058,2016-09-29 15:25:11.416058
284,SAME SCENE,same scene,2016-09-29 15:25:11.453163,2016-09-29 15:25:11.453163
947,ARAB CITY,arab city,2016-09-29 15:27:38.965224,2016-09-29 15:27:38.965224
285,THE OFFICE OF LIONEL HUTZ,the office of lionel hutz,2016-09-29 15:25:11.894882,2016-09-29 15:25:11.894882
286,The Law Office of Lionel Hutz,the law office of lionel hutz,2016-09-29 15:25:11.934792,2016-09-29 15:25:11.934792
287,Waiting Room Of Dr. Nick Riviera's Office,waiting room of dr nick riviera office,2016-09-29 15:25:11.992494,2016-09-29 15:25:11.992494
288,DREAMLIKE SUBURBAN SPRINGFIELD STREET,dreamlike suburban springfield street,2016-09-29 15:25:12.395305,2016-09-29 15:25:12.395305
289,Burns's Car,burns car,2016-09-29 15:25:12.404044,2016-09-29 15:25:12.404044
290,LARGE PUBLIC PARK,large public park,2016-09-29 15:25:12.425543,2016-09-29 15:25:12.425543
291,"GLASS-ENCLOSED CONSULTATION ROOM (LIKE IN ""L.A. LAW"")",glass-enclosed consultation room,2016-09-29 15:25:12.538199,2016-09-29 15:25:12.538199
292,GLASS BOOTH,glass booth,2016-09-29 15:25:12.551199,2016-09-29 15:25:12.551199
293,Burns's Living Room,burns living room,2016-09-29 15:25:12.570152,2016-09-29 15:25:12.570152
294,The Happy Sumo,the happy sumo,2016-09-29 15:25:13.709659,2016-09-29 15:25:13.709659
295,THE HAPPY SUMO CORRIDOR,the happy sumo corridor,2016-09-29 15:25:13.743265,2016-09-29 15:25:13.743265
296,TATAMI ROOM,tatami room,2016-09-29 15:25:13.757506,2016-09-29 15:25:13.757506
297,Hospital,hospital,2016-09-29 15:25:14.217412,2016-09-29 15:25:14.217412
298,Bedroom,bedroom,2016-09-29 15:25:14.361048,2016-09-29 15:25:14.361048
299,FLANDERS DOOR,flanders door,2016-09-29 15:25:14.710036,2016-09-29 15:25:14.710036
300,SIDE OF THE HIGHWAY,side of the highway,2016-09-29 15:25:14.919552,2016-09-29 15:25:14.919552
301,JAIL CELLBLOCK,jail cellblock,2016-09-29 15:25:14.966402,2016-09-29 15:25:14.966402
302,Jail,jail,2016-09-29 15:25:14.979999,2016-09-29 15:25:14.979999
303,View Out Barney's Window,view out barney window,2016-09-29 15:25:15.072714,2016-09-29 15:25:15.072714
304,Barney's Car,barney car,2016-09-29 15:25:15.191259,2016-09-29 15:25:15.191259
305,Police Captain's Office,police captain office,2016-09-29 15:25:15.839101,2016-09-29 15:25:15.839101
306,Dr. Hibbert's Office,dr hibbert office,2016-09-29 15:25:16.124081,2016-09-29 15:25:16.124081
307,Springfield High School,springfield high school,2016-09-29 15:25:16.196808,2016-09-29 15:25:16.196808
308,Boy's Bathroom,boy bathroom,2016-09-29 15:25:16.250908,2016-09-29 15:25:16.250908
309,DETENTION HALL,detention hall,2016-09-29 15:25:16.359902,2016-09-29 15:25:16.359902
310,HOMER'S HOUSE,homer house,2016-09-29 15:25:16.583592,2016-09-29 15:25:16.583592
311,GUIDANCE COUNSELOR'S OFFICE,guidance counselor office,2016-09-29 15:25:16.682641,2016-09-29 15:25:16.682641
312,Shelbyville High School,shelbyville high school,2016-09-29 15:25:17.408329,2016-09-29 15:25:17.408329
313,Marge's Bedroom,marge bedroom,2016-09-29 15:25:17.456673,2016-09-29 15:25:17.456673
314,MARGE'S HOUSE,marge house,2016-09-29 15:25:17.490988,2016-09-29 15:25:17.490988
315,Limo,limo,2016-09-29 15:25:17.6772,2016-09-29 15:25:17.6772
316,Springfield High School Gym,springfield high school gym,2016-09-29 15:25:17.718269,2016-09-29 15:25:17.718269
317,Inspiration Point,inspiration point,2016-09-29 15:25:17.876928,2016-09-29 15:25:17.876928
318,FOOT MOUNT SINAI,foot mount sinai,2016-09-29 15:25:18.238789,2016-09-29 15:25:18.238789
319,Sunday School,sunday school,2016-09-29 15:25:18.743431,2016-09-29 15:25:18.743431
320,Grocery Store,grocery store,2016-09-29 15:25:19.004916,2016-09-29 15:25:19.004916
321,QUICKIE MART,quickie mart,2016-09-29 15:25:19.368199,2016-09-29 15:25:19.368199
322,DEPT. OF MOTOR VEHICLES,dept of motor vehicles,2016-09-29 15:25:20.616137,2016-09-29 15:25:20.616137
323,Selma's Car,selma car,2016-09-29 15:25:21.568411,2016-09-29 15:25:21.568411
324,Football Field,football field,2016-09-29 15:25:21.634963,2016-09-29 15:25:21.634963
325,Patty and Selma's Apartment,patty and selma apartment,2016-09-29 15:25:21.711759,2016-09-29 15:25:21.711759
326,Hallway Outside Selma And Patty's Apt.,hallway outside selma and patty apt,2016-09-29 15:25:21.744886,2016-09-29 15:25:21.744886
327,SPRINGFIELD REVOLVING RESTAURANT,springfield revolving restaurant,2016-09-29 15:25:21.793662,2016-09-29 15:25:21.793662
328,Movie Theater,movie theater,2016-09-29 15:25:21.877577,2016-09-29 15:25:21.877577
329,Apartment,apartment,2016-09-29 15:25:22.05072,2016-09-29 15:25:22.05072
330,SPRINGFIELD JEWELRY STORE,springfield jewelry store,2016-09-29 15:25:22.175552,2016-09-29 15:25:22.175552
331,CORPORATE HEADQUARTERS,corporate headquarters,2016-09-29 15:25:22.736566,2016-09-29 15:25:22.736566
332,Aztec Theater,aztec theater,2016-09-29 15:25:22.78469,2016-09-29 15:25:22.78469
333,Carnival Grounds,carnival grounds,2016-09-29 15:25:23.167935,2016-09-29 15:25:23.167935
334,Hospital Room,hospital room,2016-09-29 15:25:23.225885,2016-09-29 15:25:23.225885
335,Shelbyville Orphanage,shelbyville orphanage,2016-09-29 15:25:23.536366,2016-09-29 15:25:23.536366
336,Powell Estate,powell estate,2016-09-29 15:25:23.719743,2016-09-29 15:25:23.719743
337,Michigan Highway,michigan highway,2016-09-29 15:25:23.834254,2016-09-29 15:25:23.834254
338,Mansion,mansion,2016-09-29 15:25:24.093809,2016-09-29 15:25:24.093809
339,ESTATE GROUNDS,estate grounds,2016-09-29 15:25:24.209189,2016-09-29 15:25:24.209189
340,Powell Motors Corporate Headquarters,powell motors corporate headquarters,2016-09-29 15:25:24.412386,2016-09-29 15:25:24.412386
341,POWELL SHOWROOM THEATRE,powell showroom theatre,2016-09-29 15:25:25.082803,2016-09-29 15:25:25.082803
342,SHOWROOM THEATRE,showroom theatre,2016-09-29 15:25:25.089862,2016-09-29 15:25:25.089862
343,CANINE COLLEGE,canine college,2016-09-29 15:25:26.10474,2016-09-29 15:25:26.10474
344,Simply Shoes,simply shoes,2016-09-29 15:25:26.308541,2016-09-29 15:25:26.308541
345,SIMPY SHOES,simpy shoes,2016-09-29 15:25:26.343436,2016-09-29 15:25:26.343436
346,SPRINGFIELD STARDUST BALLROOM,springfield stardust ballroom,2016-09-29 15:25:27.469617,2016-09-29 15:25:27.469617
347,Ice Cream Parlor,ice cream parlor,2016-09-29 15:25:27.51058,2016-09-29 15:25:27.51058
348,Beach,beach,2016-09-29 15:25:27.517841,2016-09-29 15:25:27.517841
349,Grandma's World,grandma world,2016-09-29 15:25:27.614717,2016-09-29 15:25:27.614717
350,Discount Lion Safari,discount lion safari,2016-09-29 15:25:27.724396,2016-09-29 15:25:27.724396
351,Cemetery,cemetery,2016-09-29 15:25:27.906016,2016-09-29 15:25:27.906016
352,Taxi,taxi,2016-09-29 15:25:28.120226,2016-09-29 15:25:28.120226
353,Lake,lake,2016-09-29 15:25:28.167719,2016-09-29 15:25:28.167719
354,Amusement Park,amusement park,2016-09-29 15:25:28.181105,2016-09-29 15:25:28.181105
355,Casino,casino,2016-09-29 15:25:28.833295,2016-09-29 15:25:28.833295
356,PLATO'S REPUBLIC,plato republic,2016-09-29 15:25:29.043274,2016-09-29 15:25:29.043274
357,Home,home,2016-09-29 15:25:29.065774,2016-09-29 15:25:29.065774
358,Mt. Splashmore,mt splashmore,2016-09-29 15:25:29.215274,2016-09-29 15:25:29.215274
359,TOP OF H 2 WHOA!,top of h 2 whoa,2016-09-29 15:25:29.491025,2016-09-29 15:25:29.491025
360,H 2 WHOA! TUBE,h 2 whoa tube,2016-09-29 15:25:29.519556,2016-09-29 15:25:29.519556
361,CONTROL ROOM,control room,2016-09-29 15:25:29.542947,2016-09-29 15:25:29.542947
362,HIGH SCHOOL ART CLASS,high school art class,2016-09-29 15:25:29.840862,2016-09-29 15:25:29.840862
363,Young Marge's Bedroom,young marge bedroom,2016-09-29 15:25:29.88903,2016-09-29 15:25:29.88903
364,SPRINGFIELD COMMUNITY COLLEGE REGISTRATION,springfield community college registration,2016-09-29 15:25:29.975416,2016-09-29 15:25:29.975416
365,COMMUNITY COLLEGE REGISTRATION,community college registration,2016-09-29 15:25:30.048354,2016-09-29 15:25:30.048354
366,Professor Lombardo's Class,professor lombardo class,2016-09-29 15:25:30.117133,2016-09-29 15:25:30.117133
367,Community College Painting Studio,community college painting studio,2016-09-29 15:25:30.158087,2016-09-29 15:25:30.158087
368,OLD ARMORY HALL,old armory hall,2016-09-29 15:25:30.214318,2016-09-29 15:25:30.214318
369,ENGLISH COUNTRY MANOR,english country manor,2016-09-29 15:25:30.719946,2016-09-29 15:25:30.719946
370,SPRINGFIELD ART MUSEUM,springfield art museum,2016-09-29 15:25:30.951552,2016-09-29 15:25:30.951552
371,Elementary - Bart's Classroom,elementary - bart classroom,2016-09-29 15:25:32.17894,2016-09-29 15:25:32.17894
372,Museum,museum,2016-09-29 15:25:32.402339,2016-09-29 15:25:32.402339
373,SIMPSON HOUSE - BASEMENT STAIRCASE,simpson house - basement staircase,2016-09-29 15:25:32.580121,2016-09-29 15:25:32.580121
374,Apartment Building,apartment building,2016-09-29 15:25:32.867631,2016-09-29 15:25:32.867631
375,Train Station,train station,2016-09-29 15:25:33.118464,2016-09-29 15:25:33.118464
376,CHURCH FOYER,church foyer,2016-09-29 15:25:34.74636,2016-09-29 15:25:34.74636
377,Mountain Road,mountain road,2016-09-29 15:25:34.956274,2016-09-29 15:25:34.956274
378,CAFE,cafe,2016-09-29 15:25:34.984645,2016-09-29 15:25:34.984645
379,RETREAT,retreat,2016-09-29 15:25:35.094862,2016-09-29 15:25:35.094862
380,Retreat Cabin,retreat cabin,2016-09-29 15:25:35.102187,2016-09-29 15:25:35.102187
381,Supermarket,supermarket,2016-09-29 15:25:35.42444,2016-09-29 15:25:35.42444
382,Dormitory Cabin,dormitory cabin,2016-09-29 15:25:35.563101,2016-09-29 15:25:35.563101
383,Catfish Lake,catfish lake,2016-09-29 15:25:35.642502,2016-09-29 15:25:35.642502
384,Simpson Cabin,simpson cabin,2016-09-29 15:25:35.655555,2016-09-29 15:25:35.655555
385,School Bus Garage,school bus garage,2016-09-29 15:25:35.753455,2016-09-29 15:25:35.753455
386,BAIT SHOP,bait shop,2016-09-29 15:25:36.118777,2016-09-29 15:25:36.118777
387,Springfield Convention Center,springfield convention center,2016-09-29 15:25:36.417997,2016-09-29 15:25:36.417997
388,Krusty Burger,krusty burger,2016-09-29 15:25:36.910683,2016-09-29 15:25:36.910683
389,Bouvier House,bouvier house,2016-09-29 15:25:37.192825,2016-09-29 15:25:37.192825
390,QUIK-E-MART,quik-e-mart,2016-09-29 15:25:37.35916,2016-09-29 15:25:37.35916
391,Springfield Bank,springfield bank,2016-09-29 15:25:37.402257,2016-09-29 15:25:37.402257
392,Beauty Parlor,beauty parlor,2016-09-29 15:25:37.583426,2016-09-29 15:25:37.583426
393,MRS. GLICK'S HOUSE,mrs glick house,2016-09-29 15:25:37.622273,2016-09-29 15:25:37.622273
394,WORLD WORLD I BATTLEFIELD,world world i battlefield,2016-09-29 15:25:37.659909,2016-09-29 15:25:37.659909
395,GLICK HOUSE,glick house,2016-09-29 15:25:37.70727,2016-09-29 15:25:37.70727
396,The Android's Dungeon & Baseball Card Shop,the android dungeon baseball card shop,2016-09-29 15:25:38.002013,2016-09-29 15:25:38.002013
397,HILL NEAR NUCLEAR POWER PLANT,hill near nuclear power plant,2016-09-29 15:25:38.755973,2016-09-29 15:25:38.755973
398,Bloodmobile,bloodmobile,2016-09-29 15:25:39.186499,2016-09-29 15:25:39.186499
399,BACK OF BLOODMOBILE,back of bloodmobile,2016-09-29 15:25:39.209119,2016-09-29 15:25:39.209119
400,Burns's Private Fronton,burns private fronton,2016-09-29 15:25:39.354047,2016-09-29 15:25:39.354047
401,CORNER MAILBOX,corner mailbox,2016-09-29 15:25:39.68779,2016-09-29 15:25:39.68779
402,Post Office,post office,2016-09-29 15:25:39.956791,2016-09-29 15:25:39.956791
403,SMITHERS' OFFICE,smithers office,2016-09-29 15:25:40.206537,2016-09-29 15:25:40.206537
404,Burns's Study,burns study,2016-09-29 15:25:40.30647,2016-09-29 15:25:40.30647
405,Plunderer Pete's,plunderer pete,2016-09-29 15:25:40.478957,2016-09-29 15:25:40.478957
406,New Bedlam Rest Home for the Emotionally Interesting,new bedlam rest home for the emotionally interesting,2016-09-29 15:25:41.443252,2016-09-29 15:25:41.443252
407,Kearny's House,kearny house,2016-09-29 15:25:42.41973,2016-09-29 15:25:42.41973
408,Krusty's House,krusty house,2016-09-29 15:25:42.454277,2016-09-29 15:25:42.454277
409,SPRINGFIELD JAIL,springfield jail,2016-09-29 15:25:42.473,2016-09-29 15:25:42.473
410,Evergreen Terrace,evergreen terrace,2016-09-29 15:25:43.135677,2016-09-29 15:25:43.135677
411,Bank,bank,2016-09-29 15:25:43.41396,2016-09-29 15:25:43.41396
412,Springfield National Forest,springfield national forest,2016-09-29 15:25:43.929266,2016-09-29 15:25:43.929266
413,VETERANS OF POPULAR WARS HALL,veterans of popular wars hall,2016-09-29 15:25:43.953539,2016-09-29 15:25:43.953539
414,Hall,hall,2016-09-29 15:25:43.973614,2016-09-29 15:25:43.973614
415,LEGION,legion,2016-09-29 15:25:44.026556,2016-09-29 15:25:44.026556
416,Airplane,airplane,2016-09-29 15:25:44.148554,2016-09-29 15:25:44.148554
417,Cockpit,cockpit,2016-09-29 15:25:44.200346,2016-09-29 15:25:44.200346
418,Cabin,cabin,2016-09-29 15:25:44.231639,2016-09-29 15:25:44.231639
419,Airport,airport,2016-09-29 15:25:44.246703,2016-09-29 15:25:44.246703
420,Hotel,hotel,2016-09-29 15:25:44.288061,2016-09-29 15:25:44.288061
421,Elevator,elevator,2016-09-29 15:25:44.302791,2016-09-29 15:25:44.302791
422,White House,white house,2016-09-29 15:25:44.587454,2016-09-29 15:25:44.587454
423,Bureau of Engraving and Printing,bureau of engraving and printing,2016-09-29 15:25:44.6417,2016-09-29 15:25:44.6417
424,NAT'L AIR AND SPACE MUSEUM,natl air and space museum,2016-09-29 15:25:44.682751,2016-09-29 15:25:44.682751
425,Washington Monument,washington monument,2016-09-29 15:25:44.698401,2016-09-29 15:25:44.698401
426,CAPITAL,capital,2016-09-29 15:25:44.721356,2016-09-29 15:25:44.721356
427,Washington D.C.,washington dc,2016-09-29 15:25:44.880944,2016-09-29 15:25:44.880944
428,W.B. HOWE MEMORIAL,wb howe memorial,2016-09-29 15:25:44.950213,2016-09-29 15:25:44.950213
429,Lincoln Memorial,lincoln memorial,2016-09-29 15:25:45.040058,2016-09-29 15:25:45.040058
430,Jefferson Memorial,jefferson memorial,2016-09-29 15:25:45.132476,2016-09-29 15:25:45.132476
431,CAPITAL BUILDING,capital building,2016-09-29 15:25:45.176526,2016-09-29 15:25:45.176526
432,Kennedy Center,kennedy center,2016-09-29 15:25:45.237368,2016-09-29 15:25:45.237368
433,SENATOR'S OFFICE,senator office,2016-09-29 15:25:45.320388,2016-09-29 15:25:45.320388
434,Kennedy Center Ballroom,kennedy center ballroom,2016-09-29 15:25:45.445779,2016-09-29 15:25:45.445779
435,FLANDERS' YARD,flanders yard,2016-09-29 15:25:45.94064,2016-09-29 15:25:45.94064
436,Store,store,2016-09-29 15:25:46.402651,2016-09-29 15:25:46.402651
437,KARATE SCHOOL,karate school,2016-09-29 15:25:46.463213,2016-09-29 15:25:46.463213
438,Leftorium,leftorium,2016-09-29 15:25:46.68335,2016-09-29 15:25:46.68335
439,Bus Stop,bus stop,2016-09-29 15:25:48.245189,2016-09-29 15:25:48.245189
440,ROAD ON THE WAY TO SCHOOL,road on the way to school,2016-09-29 15:25:48.269935,2016-09-29 15:25:48.269935
441,Bart's Classroom,bart classroom,2016-09-29 15:25:48.29113,2016-09-29 15:25:48.29113
442,Springfield Elementary School Bus Stop,springfield elementary school bus stop,2016-09-29 15:25:48.380663,2016-09-29 15:25:48.380663
443,"THE ""AH FUDGE!"" CHOCOLATE FACTORY IN SHELBYVILLE",the ah fudge chocolate factory in shelbyville,2016-09-29 15:25:48.461508,2016-09-29 15:25:48.461508
444,CHOCOLATE FACTORY ORIENTATION ROOM,chocolate factory orientation room,2016-09-29 15:25:48.482461,2016-09-29 15:25:48.482461
445,"Ah, Fudge! Chocolate Factory",ah fudge chocolate factory,2016-09-29 15:25:48.533997,2016-09-29 15:25:48.533997
446,Legitimate Businessman's Social Club,legitimate businessman social club,2016-09-29 15:25:48.625488,2016-09-29 15:25:48.625488
447,Club,club,2016-09-29 15:25:49.021903,2016-09-29 15:25:49.021903
448,"""PIZZA DELIVERY TRUCK""",pizza delivery truck,2016-09-29 15:25:49.14382,2016-09-29 15:25:49.14382
449,Downtown Springfield,downtown springfield,2016-09-29 15:25:49.463867,2016-09-29 15:25:49.463867
450,Deathhouse,deathhouse,2016-09-29 15:25:49.619859,2016-09-29 15:25:49.619859
451,Springfield Prison,springfield prison,2016-09-29 15:25:49.642222,2016-09-29 15:25:49.642222
452,DEATH CHAMBER,death chamber,2016-09-29 15:25:49.655897,2016-09-29 15:25:49.655897
453,SPRINGFIELD COUNTY JAIL,springfield county jail,2016-09-29 15:25:49.723143,2016-09-29 15:25:49.723143
454,Skinner's Garage,skinner garage,2016-09-29 15:25:49.901271,2016-09-29 15:25:49.901271
455,Skinner Home,skinner home,2016-09-29 15:25:49.919635,2016-09-29 15:25:49.919635
456,Courthouse Steps,courthouse steps,2016-09-29 15:25:50.046389,2016-09-29 15:25:50.046389
457,Homer's Workstation,homer workstation,2016-09-29 15:25:50.568628,2016-09-29 15:25:50.568628
458,Stop 'n Go Gas Station,stop n go gas station,2016-09-29 15:25:50.716052,2016-09-29 15:25:50.716052
459,RANDOM SHOTS OF SPRINGFIELD NUCLEAR POWER PLANT,random shots of springfield nuclear power plant,2016-09-29 15:25:50.823838,2016-09-29 15:25:50.823838
460,Shelbyville Nuclear Power Plant,shelbyville nuclear power plant,2016-09-29 15:25:52.057084,2016-09-29 15:25:52.057084
461,Basketball Court,basketball court,2016-09-29 15:25:52.225341,2016-09-29 15:25:52.225341
462,KRUSTY THE CLOWN SHOW,krusty the clown show,2016-09-29 15:25:52.414848,2016-09-29 15:25:52.414848
463,Backstage,backstage,2016-09-29 15:25:52.460337,2016-09-29 15:25:52.460337
464,BACKSTAGE AT THE KRUSTY SHOW,backstage at the krusty show,2016-09-29 15:25:52.594614,2016-09-29 15:25:52.594614
465,MISS PENNYCANDY'S OFFICE,miss pennycandy office,2016-09-29 15:25:52.621313,2016-09-29 15:25:52.621313
466,PENNYCANDY'S OFFICE,pennycandy office,2016-09-29 15:25:52.792997,2016-09-29 15:25:52.792997
467,Krusty's Dressing Room,krusty dressing room,2016-09-29 15:25:52.808388,2016-09-29 15:25:52.808388
468,Lower East Side of Springfield,lower east side of springfield,2016-09-29 15:25:53.230918,2016-09-29 15:25:53.230918
469,Yeshiva Classroom,yeshiva classroom,2016-09-29 15:25:53.344617,2016-09-29 15:25:53.344617
470,Krustofsky Home,krustofsky home,2016-09-29 15:25:53.418982,2016-09-29 15:25:53.418982
471,GROSSINGERS,grossingers,2016-09-29 15:25:53.496389,2016-09-29 15:25:53.496389
472,Downtown Street,downtown street,2016-09-29 15:25:53.711527,2016-09-29 15:25:53.711527
473,Bus Station,bus station,2016-09-29 15:25:53.719913,2016-09-29 15:25:53.719913
474,Rabbi Krustofsky's Bedroom,rabbi krustofsky bedroom,2016-09-29 15:25:53.748869,2016-09-29 15:25:53.748869
475,Rev. Lovejoy's Office,rev lovejoy office,2016-09-29 15:25:53.818873,2016-09-29 15:25:53.818873
476,Temple Beth Springfield,temple beth springfield,2016-09-29 15:25:53.904004,2016-09-29 15:25:53.904004
477,RABBI'S OFFICE,rabbi office,2016-09-29 15:25:53.92633,2016-09-29 15:25:53.92633
478,YIDDLE'S SHOP,yiddle shop,2016-09-29 15:25:54.148077,2016-09-29 15:25:54.148077
479,Temple,temple,2016-09-29 15:25:54.228915,2016-09-29 15:25:54.228915
480,Krusty's Office,krusty office,2016-09-29 15:25:54.253412,2016-09-29 15:25:54.253412
481,Izzy's Deli,izzy deli,2016-09-29 15:25:54.280864,2016-09-29 15:25:54.280864
482,TEMPLE HALLWAY,temple hallway,2016-09-29 15:25:54.43472,2016-09-29 15:25:54.43472
483,STEAMBATH,steambath,2016-09-29 15:25:54.530935,2016-09-29 15:25:54.530935
