Source	Target	Weight	Type
119	249	1	Undirected
65	273	1	Undirected
122	233	1	Undirected
160	164	1	Undirected
129	590	1	Undirected
246	269	1	Undirected
53	77	1	Undirected
32	377	1	Undirected
388	503	1	Undirected
5	344	1	Undirected
66	179	1	Undirected
239	253	1	Undirected
202	225	1	Undirected
537	540	1	Undirected
96	550	1	Undirected
93	558	1	Undirected
129	338	1	Undirected
81	175	1	Undirected
48	185	1	Undirected
58	569	1	Undirected
313	314	1	Undirected
67	500	1	Undirected
74	511	1	Undirected
117	353	1	Undirected
181	189	1	Undirected
15	260	2	Undirected
32	241	1	Undirected
166	517	1	Undirected
20	324	1	Undirected
3	345	1	Undirected
81	203	1	Undirected
6	74	1	Undirected
117	377	1	Undirected
486	504	1	Undirected
105	128	1	Undirected
175	179	1	Undirected
20	247	3	Undirected
19	307	1	Undirected
52	271	1	Undirected
30	572	1	Undirected
46	297	1	Undirected
63	449	1	Undirected
237	327	1	Undirected
547	550	1	Undirected
344	349	1	Undirected
184	208	1	Undirected
3	31	1	Undirected
114	159	4	Undirected
39	54	1	Undirected
422	428	1	Undirected
92	291	1	Undirected
569	572	1	Undirected
67	98	2	Undirected
86	473	1	Undirected
164	167	1	Undirected
70	469	1	Undirected
14	298	1	Undirected
97	547	1	Undirected
55	64	3	Undirected
59	575	1	Undirected
26	438	1	Undirected
83	97	1	Undirected
65	164	1	Undirected
140	472	1	Undirected
583	584	1	Undirected
92	524	1	Undirected
162	203	1	Undirected
140	390	1	Undirected
339	354	1	Undirected
22	564	1	Undirected
350	473	1	Undirected
16	45	1	Undirected
52	558	1	Undirected
108	575	1	Undirected
44	74	1	Undirected
59	452	1	Undirected
2	75	1	Undirected
57	383	1	Undirected
340	361	1	Undirected
158	171	1	Undirected
56	125	1	Undirected
167	428	1	Undirected
135	313	1	Undirected
175	184	1	Undirected
316	430	1	Undirected
18	148	1	Undirected
162	186	1	Undirected
144	166	3	Undirected
93	388	5	Undirected
64	79	12	Undirected
123	295	1	Undirected
516	525	1	Undirected
124	126	5	Undirected
145	262	2	Undirected
86	531	1	Undirected
96	182	2	Undirected
432	433	1	Undirected
183	296	1	Undirected
30	452	1	Undirected
68	446	1	Undirected
33	112	2	Undirected
137	146	1	Undirected
106	172	1	Undirected
129	339	1	Undirected
65	319	1	Undirected
78	470	1	Undirected
60	92	2	Undirected
19	173	1	Undirected
167	446	1	Undirected
128	354	1	Undirected
108	202	1	Undirected
260	476	1	Undirected
65	542	1	Undirected
93	449	1	Undirected
350	351	1	Undirected
151	234	3	Undirected
30	512	1	Undirected
171	245	2	Undirected
19	254	2	Undirected
87	436	1	Undirected
151	445	1	Undirected
93	497	1	Undirected
79	198	1	Undirected
162	229	1	Undirected
52	98	2	Undirected
218	239	1	Undirected
16	50	1	Undirected
12	221	1	Undirected
142	498	1	Undirected
75	265	1	Undirected
65	123	7	Undirected
87	97	1	Undirected
106	151	3	Undirected
250	267	1	Undirected
91	470	1	Undirected
171	488	1	Undirected
84	414	1	Undirected
65	444	1	Undirected
23	452	1	Undirected
26	270	3	Undirected
22	115	2	Undirected
68	78	4	Undirected
114	141	1	Undirected
192	223	1	Undirected
46	278	1	Undirected
34	239	1	Undirected
14	111	5	Undirected
143	378	1	Undirected
78	448	1	Undirected
47	177	1	Undirected
57	201	1	Undirected
111	112	2	Undirected
167	323	1	Undirected
26	385	1	Undirected
482	485	1	Undirected
398	404	1	Undirected
33	335	1	Undirected
120	558	1	Undirected
283	571	1	Undirected
586	599	1	Undirected
68	290	1	Undirected
127	247	5	Undirected
170	469	1	Undirected
142	499	1	Undirected
543	547	1	Undirected
91	103	1	Undirected
22	230	2	Undirected
78	118	1	Undirected
595	596	1	Undirected
38	475	1	Undirected
2	18	1	Undirected
47	243	1	Undirected
271	295	1	Undirected
30	553	1	Undirected
32	314	1	Undirected
141	450	1	Undirected
143	147	1	Undirected
48	214	3	Undirected
96	434	1	Undirected
300	336	1	Undirected
181	375	1	Undirected
1	514	1	Undirected
124	187	1	Undirected
88	210	1	Undirected
96	134	1	Undirected
320	325	1	Undirected
166	190	1	Undirected
240	337	1	Undirected
75	190	1	Undirected
204	344	1	Undirected
125	208	1	Undirected
67	301	1	Undirected
52	279	1	Undirected
75	156	1	Undirected
129	279	1	Undirected
96	488	1	Undirected
32	280	1	Undirected
34	96	8	Undirected
73	225	1	Undirected
30	204	3	Undirected
52	426	1	Undirected
38	49	9	Undirected
64	295	1	Undirected
102	309	1	Undirected
129	146	1	Undirected
33	437	1	Undirected
77	108	8	Undirected
9	26	1	Undirected
92	204	4	Undirected
59	339	1	Undirected
126	535	1	Undirected
38	114	7	Undirected
90	463	1	Undirected
19	288	1	Undirected
482	484	1	Undirected
14	249	1	Undirected
67	442	1	Undirected
92	295	1	Undirected
234	247	2	Undirected
48	459	1	Undirected
307	317	1	Undirected
159	283	1	Undirected
77	552	2	Undirected
11	384	1	Undirected
7	14	1	Undirected
64	596	1	Undirected
20	332	1	Undirected
67	178	1	Undirected
63	401	1	Undirected
5	465	2	Undirected
36	163	4	Undirected
186	228	1	Undirected
100	469	1	Undirected
5	277	1	Undirected
318	326	1	Undirected
92	131	1	Undirected
55	453	1	Undirected
123	500	1	Undirected
32	153	2	Undirected
12	566	1	Undirected
450	466	1	Undirected
192	210	1	Undirected
235	331	1	Undirected
68	519	1	Undirected
79	225	1	Undirected
57	299	1	Undirected
157	545	1	Undirected
102	127	8	Undirected
73	337	1	Undirected
18	51	1	Undirected
86	344	1	Undirected
117	404	1	Undirected
70	240	5	Undirected
18	443	2	Undirected
160	453	1	Undirected
46	206	1	Undirected
57	120	3	Undirected
291	580	1	Undirected
3	359	1	Undirected
14	545	1	Undirected
121	563	1	Undirected
113	327	2	Undirected
188	192	1	Undirected
98	142	1	Undirected
29	49	1	Undirected
48	157	1	Undirected
495	513	1	Undirected
230	478	1	Undirected
5	280	1	Undirected
18	441	1	Undirected
90	385	1	Undirected
47	390	1	Undirected
65	323	1	Undirected
108	154	1	Undirected
124	146	1	Undirected
47	96	16	Undirected
91	449	1	Undirected
117	456	1	Undirected
127	254	2	Undirected
19	410	1	Undirected
262	341	1	Undirected
56	71	1	Undirected
242	267	1	Undirected
120	217	1	Undirected
47	588	1	Undirected
105	113	1	Undirected
79	371	1	Undirected
6	61	1	Undirected
263	288	1	Undirected
48	163	1	Undirected
18	61	1	Undirected
12	296	1	Undirected
371	391	1	Undirected
22	316	3	Undirected
90	393	1	Undirected
32	56	2	Undirected
30	87	1	Undirected
14	367	1	Undirected
23	245	1	Undirected
125	554	1	Undirected
253	260	1	Undirected
38	478	1	Undirected
79	534	1	Undirected
401	402	1	Undirected
106	521	1	Undirected
36	345	1	Undirected
76	460	1	Undirected
151	182	1	Undirected
166	379	1	Undirected
88	475	1	Undirected
112	185	1	Undirected
350	456	1	Undirected
64	69	1	Undirected
98	223	1	Undirected
25	163	1	Undirected
453	473	1	Undirected
146	149	1	Undirected
339	368	1	Undirected
26	82	1	Undirected
46	187	1	Undirected
157	429	1	Undirected
117	434	1	Undirected
90	111	2	Undirected
47	232	1	Undirected
66	125	2	Undirected
46	228	1	Undirected
88	102	6	Undirected
34	117	7	Undirected
34	119	5	Undirected
98	214	1	Undirected
37	554	1	Undirected
18	282	1	Undirected
214	281	1	Undirected
63	410	1	Undirected
86	447	1	Undirected
294	297	1	Undirected
68	108	7	Undirected
92	543	1	Undirected
48	67	4	Undirected
388	470	1	Undirected
269	446	1	Undirected
414	417	1	Undirected
124	144	2	Undirected
20	273	1	Undirected
67	355	1	Undirected
122	410	1	Undirected
30	356	1	Undirected
140	155	1	Undirected
123	296	1	Undirected
33	318	2	Undirected
450	462	1	Undirected
90	553	1	Undirected
115	117	7	Undirected
218	475	1	Undirected
19	548	1	Undirected
29	73	1	Undirected
1	157	2	Undirected
177	200	1	Undirected
378	386	1	Undirected
129	138	1	Undirected
419	426	1	Undirected
97	130	1	Undirected
502	562	1	Undirected
5	500	1	Undirected
140	176	1	Undirected
425	430	1	Undirected
70	152	1	Undirected
33	369	1	Undirected
110	113	1	Undirected
46	240	4	Undirected
89	140	6	Undirected
64	84	9	Undirected
212	218	1	Undirected
49	554	1	Undirected
307	320	1	Undirected
59	274	1	Undirected
570	572	1	Undirected
86	359	1	Undirected
230	453	1	Undirected
36	578	1	Undirected
122	264	1	Undirected
112	383	1	Undirected
234	243	1	Undirected
15	393	1	Undirected
233	261	1	Undirected
45	470	1	Undirected
1	479	1	Undirected
32	124	10	Undirected
45	420	1	Undirected
384	412	1	Undirected
14	32	18	Undirected
46	85	1	Undirected
96	472	1	Undirected
464	485	1	Undirected
166	350	1	Undirected
161	467	1	Undirected
42	115	1	Undirected
307	308	1	Undirected
11	41	1	Undirected
300	451	1	Undirected
47	136	3	Undirected
55	472	1	Undirected
340	367	1	Undirected
56	464	1	Undirected
140	212	1	Undirected
340	365	1	Undirected
106	166	4	Undirected
41	64	1	Undirected
303	320	1	Undirected
316	577	1	Undirected
27	48	1	Undirected
190	208	1	Undirected
79	307	1	Undirected
12	94	3	Undirected
163	595	1	Undirected
256	268	1	Undirected
5	135	1	Undirected
28	468	2	Undirected
88	281	1	Undirected
179	545	1	Undirected
79	359	1	Undirected
6	63	1	Undirected
84	436	1	Undirected
5	330	2	Undirected
201	223	1	Undirected
89	477	1	Undirected
318	331	1	Undirected
462	497	1	Undirected
140	260	5	Undirected
181	405	1	Undirected
114	121	3	Undirected
78	335	1	Undirected
120	435	1	Undirected
81	431	1	Undirected
72	477	1	Undirected
47	387	1	Undirected
493	494	1	Undirected
75	339	1	Undirected
15	49	5	Undirected
12	257	1	Undirected
78	249	1	Undirected
117	571	1	Undirected
143	184	1	Undirected
435	439	1	Undirected
100	127	5	Undirected
14	547	1	Undirected
417	430	1	Undirected
400	410	1	Undirected
70	432	1	Undirected
113	298	1	Undirected
486	597	1	Undirected
127	316	3	Undirected
270	327	3	Undirected
32	516	1	Undirected
140	182	2	Undirected
58	68	2	Undirected
28	550	1	Undirected
46	67	7	Undirected
84	148	1	Undirected
18	64	6	Undirected
315	321	1	Undirected
28	364	1	Undirected
300	333	1	Undirected
71	78	1	Undirected
136	218	1	Undirected
202	220	1	Undirected
17	19	1	Undirected
34	427	1	Undirected
161	442	1	Undirected
70	490	1	Undirected
140	560	1	Undirected
15	37	2	Undirected
84	419	1	Undirected
67	79	14	Undirected
106	234	3	Undirected
70	179	1	Undirected
34	193	1	Undirected
98	150	1	Undirected
269	469	1	Undirected
93	343	1	Undirected
14	365	1	Undirected
67	216	1	Undirected
78	461	1	Undirected
73	156	1	Undirected
120	437	1	Undirected
93	265	1	Undirected
5	300	3	Undirected
113	138	1	Undirected
34	272	1	Undirected
38	263	3	Undirected
222	263	1	Undirected
88	227	1	Undirected
96	559	1	Undirected
14	82	4	Undirected
139	532	1	Undirected
5	510	1	Undirected
77	178	1	Undirected
21	47	1	Undirected
89	320	1	Undirected
448	478	1	Undirected
269	482	1	Undirected
70	283	3	Undirected
42	86	1	Undirected
125	135	2	Undirected
14	583	1	Undirected
16	52	1	Undirected
309	324	1	Undirected
124	275	1	Undirected
126	154	1	Undirected
24	60	1	Undirected
114	287	1	Undirected
153	263	1	Undirected
28	243	1	Undirected
45	48	5	Undirected
180	227	1	Undirected
96	443	3	Undirected
163	562	1	Undirected
67	92	11	Undirected
5	495	1	Undirected
22	161	1	Undirected
57	214	2	Undirected
246	270	2	Undirected
14	232	1	Undirected
122	558	1	Undirected
49	80	1	Undirected
92	380	1	Undirected
92	206	1	Undirected
79	141	2	Undirected
49	273	1	Undirected
22	501	1	Undirected
52	298	1	Undirected
75	244	1	Undirected
10	74	1	Undirected
65	368	1	Undirected
447	482	1	Undirected
214	491	1	Undirected
22	461	1	Undirected
254	257	1	Undirected
395	407	1	Undirected
70	144	2	Undirected
129	572	1	Undirected
103	109	1	Undirected
7	9	1	Undirected
64	107	1	Undirected
434	439	1	Undirected
305	331	1	Undirected
108	414	1	Undirected
120	423	1	Undirected
271	280	1	Undirected
48	557	1	Undirected
12	248	1	Undirected
124	164	1	Undirected
12	364	1	Undirected
230	472	1	Undirected
460	544	1	Undirected
68	561	1	Undirected
162	387	1	Undirected
22	482	1	Undirected
140	166	6	Undirected
114	448	1	Undirected
251	443	1	Undirected
506	509	1	Undirected
67	374	1	Undirected
32	352	1	Undirected
42	67	2	Undirected
355	360	1	Undirected
125	456	1	Undirected
166	227	1	Undirected
59	64	12	Undirected
19	187	1	Undirected
1	73	4	Undirected
30	166	5	Undirected
175	187	1	Undirected
159	360	1	Undirected
113	373	1	Undirected
14	98	6	Undirected
22	478	1	Undirected
114	494	1	Undirected
153	457	1	Undirected
447	467	1	Undirected
14	109	1	Undirected
124	207	1	Undirected
79	309	1	Undirected
38	482	1	Undirected
114	337	1	Undirected
32	62	1	Undirected
488	500	1	Undirected
68	364	1	Undirected
270	470	1	Undirected
125	542	1	Undirected
2	36	1	Undirected
68	149	2	Undirected
247	285	1	Undirected
70	555	1	Undirected
39	46	1	Undirected
505	506	1	Undirected
29	67	1	Undirected
470	475	1	Undirected
196	209	1	Undirected
59	592	1	Undirected
337	342	1	Undirected
269	453	1	Undirected
316	356	1	Undirected
17	75	1	Undirected
114	540	1	Undirected
135	294	1	Undirected
12	252	3	Undirected
214	346	1	Undirected
166	247	2	Undirected
221	230	1	Undirected
538	542	1	Undirected
117	578	1	Undirected
59	291	2	Undirected
590	596	1	Undirected
160	300	2	Undirected
108	284	1	Undirected
58	128	1	Undirected
171	513	1	Undirected
12	148	1	Undirected
64	572	1	Undirected
86	116	3	Undirected
45	551	1	Undirected
22	74	5	Undirected
32	383	1	Undirected
230	471	1	Undirected
143	220	1	Undirected
78	531	1	Undirected
482	517	1	Undirected
47	349	1	Undirected
214	289	1	Undirected
234	572	1	Undirected
181	397	1	Undirected
14	354	1	Undirected
41	75	1	Undirected
55	243	1	Undirected
79	157	8	Undirected
23	331	1	Undirected
94	247	2	Undirected
145	270	3	Undirected
334	353	1	Undirected
14	392	1	Undirected
30	37	3	Undirected
55	170	1	Undirected
116	121	2	Undirected
205	225	1	Undirected
513	529	1	Undirected
287	299	1	Undirected
180	220	1	Undirected
254	374	1	Undirected
12	453	1	Undirected
127	531	1	Undirected
151	468	1	Undirected
72	246	1	Undirected
20	66	1	Undirected
144	246	2	Undirected
32	431	1	Undirected
318	432	1	Undirected
179	213	1	Undirected
89	271	1	Undirected
59	259	1	Undirected
48	452	1	Undirected
16	30	1	Undirected
114	461	1	Undirected
151	562	1	Undirected
34	204	1	Undirected
418	431	1	Undirected
49	53	1	Undirected
254	377	1	Undirected
23	414	1	Undirected
274	292	1	Undirected
9	70	1	Undirected
65	482	2	Undirected
23	494	1	Undirected
124	282	1	Undirected
124	283	3	Undirected
26	401	1	Undirected
213	227	1	Undirected
179	208	1	Undirected
5	464	1	Undirected
14	198	1	Undirected
388	464	1	Undirected
88	207	1	Undirected
82	483	1	Undirected
121	420	1	Undirected
22	262	2	Undirected
3	151	1	Undirected
102	313	1	Undirected
34	170	1	Undirected
38	364	1	Undirected
26	239	1	Undirected
460	483	1	Undirected
59	343	1	Undirected
443	477	1	Undirected
247	296	1	Undirected
119	282	1	Undirected
52	273	1	Undirected
89	142	1	Undirected
22	70	6	Undirected
46	547	1	Undirected
75	557	1	Undirected
247	276	1	Undirected
125	227	1	Undirected
16	55	1	Undirected
59	86	9	Undirected
73	506	1	Undirected
494	589	1	Undirected
123	485	1	Undirected
145	327	1	Undirected
143	581	1	Undirected
1	593	1	Undirected
23	476	1	Undirected
19	264	1	Undirected
66	218	2	Undirected
52	317	1	Undirected
79	193	1	Undirected
113	281	1	Undirected
274	301	1	Undirected
98	259	1	Undirected
106	243	1	Undirected
121	570	1	Undirected
96	113	8	Undirected
381	385	1	Undirected
254	388	1	Undirected
160	485	1	Undirected
192	227	1	Undirected
68	139	5	Undirected
33	307	1	Undirected
18	110	1	Undirected
159	239	1	Undirected
234	472	1	Undirected
78	362	1	Undirected
127	278	1	Undirected
350	388	1	Undirected
159	532	1	Undirected
32	425	1	Undirected
159	338	1	Undirected
73	158	1	Undirected
88	279	1	Undirected
443	510	1	Undirected
37	291	1	Undirected
93	345	1	Undirected
269	447	1	Undirected
1	257	1	Undirected
143	188	1	Undirected
18	350	1	Undirected
177	186	1	Undirected
63	471	1	Undirected
26	126	4	Undirected
45	329	1	Undirected
113	388	4	Undirected
126	272	1	Undirected
305	329	1	Undirected
177	205	1	Undirected
3	160	1	Undirected
97	502	1	Undirected
59	382	1	Undirected
162	248	1	Undirected
32	224	1	Undirected
108	212	1	Undirected
149	234	1	Undirected
316	342	1	Undirected
241	242	1	Undirected
45	276	1	Undirected
30	245	1	Undirected
75	327	1	Undirected
82	234	1	Undirected
73	141	2	Undirected
320	331	1	Undirected
79	229	1	Undirected
77	444	1	Undirected
129	442	1	Undirected
36	566	1	Undirected
38	289	2	Undirected
22	142	1	Undirected
28	457	1	Undirected
119	256	1	Undirected
117	246	2	Undirected
42	356	1	Undirected
19	302	1	Undirected
52	413	1	Undirected
122	213	1	Undirected
218	454	1	Undirected
49	435	1	Undirected
79	538	1	Undirected
88	95	1	Undirected
394	403	1	Undirected
81	222	2	Undirected
586	589	1	Undirected
131	136	1	Undirected
89	272	1	Undirected
123	161	1	Undirected
65	179	2	Undirected
458	485	1	Undirected
57	59	7	Undirected
59	286	2	Undirected
32	240	5	Undirected
47	87	2	Undirected
334	360	1	Undirected
45	309	1	Undirected
34	115	4	Undirected
45	422	1	Undirected
59	141	2	Undirected
34	387	1	Undirected
20	321	1	Undirected
94	379	1	Undirected
63	384	2	Undirected
86	97	2	Undirected
346	363	1	Undirected
182	217	1	Undirected
140	517	2	Undirected
47	316	6	Undirected
22	485	1	Undirected
205	206	1	Undirected
490	494	1	Undirected
124	211	1	Undirected
12	61	1	Undirected
15	71	1	Undirected
14	472	1	Undirected
149	462	1	Undirected
92	481	1	Undirected
436	437	1	Undirected
90	165	1	Undirected
68	353	1	Undirected
300	388	2	Undirected
20	423	1	Undirected
262	458	1	Undirected
9	78	1	Undirected
373	381	1	Undirected
46	346	1	Undirected
75	115	6	Undirected
79	85	1	Undirected
125	546	1	Undirected
28	265	1	Undirected
459	472	1	Undirected
12	265	1	Undirected
45	492	1	Undirected
12	462	2	Undirected
391	392	1	Undirected
127	228	1	Undirected
55	411	1	Undirected
335	336	1	Undirected
89	486	1	Undirected
183	193	1	Undirected
73	289	2	Undirected
19	126	8	Undirected
45	523	1	Undirected
337	345	1	Undirected
92	536	1	Undirected
15	102	3	Undirected
81	82	4	Undirected
96	374	1	Undirected
162	430	1	Undirected
214	568	1	Undirected
96	243	1	Undirected
46	344	1	Undirected
166	575	1	Undirected
363	366	1	Undirected
262	466	1	Undirected
12	300	5	Undirected
27	53	1	Undirected
78	79	6	Undirected
23	246	2	Undirected
166	182	1	Undirected
39	59	1	Undirected
65	190	1	Undirected
14	114	9	Undirected
289	464	1	Undirected
127	493	1	Undirected
140	336	1	Undirected
129	581	1	Undirected
489	510	1	Undirected
14	486	2	Undirected
122	178	1	Undirected
117	290	1	Undirected
77	216	1	Undirected
342	350	1	Undirected
92	220	1	Undirected
140	494	1	Undirected
115	347	1	Undirected
269	454	1	Undirected
330	467	1	Undirected
491	511	1	Undirected
346	347	1	Undirected
90	138	1	Undirected
519	528	1	Undirected
189	193	1	Undirected
59	305	1	Undirected
47	310	1	Undirected
77	571	1	Undirected
63	462	1	Undirected
14	135	4	Undirected
153	350	1	Undirected
48	210	1	Undirected
7	47	1	Undirected
556	559	1	Undirected
443	546	1	Undirected
19	481	1	Undirected
143	460	1	Undirected
122	572	1	Undirected
38	355	1	Undirected
78	388	2	Undirected
76	452	1	Undirected
75	194	1	Undirected
23	93	6	Undirected
49	187	1	Undirected
126	357	1	Undirected
12	73	15	Undirected
64	293	1	Undirected
115	369	1	Undirected
162	505	1	Undirected
70	351	1	Undirected
98	252	2	Undirected
119	271	1	Undirected
46	578	1	Undirected
70	587	1	Undirected
230	264	1	Undirected
12	245	3	Undirected
89	96	10	Undirected
51	61	1	Undirected
143	219	1	Undirected
12	126	8	Undirected
64	130	1	Undirected
117	277	1	Undirected
79	549	1	Undirected
37	325	1	Undirected
75	449	1	Undirected
193	210	1	Undirected
15	457	1	Undirected
64	581	1	Undirected
64	319	1	Undirected
124	459	1	Undirected
494	591	1	Undirected
176	231	1	Undirected
472	473	1	Undirected
140	360	1	Undirected
379	420	1	Undirected
122	560	1	Undirected
140	154	1	Undirected
64	234	2	Undirected
124	335	1	Undirected
494	595	1	Undirected
45	245	1	Undirected
144	171	2	Undirected
93	385	1	Undirected
45	313	1	Undirected
151	243	1	Undirected
181	327	1	Undirected
230	496	1	Undirected
166	332	1	Undirected
173	180	1	Undirected
36	83	1	Undirected
70	96	14	Undirected
30	183	1	Undirected
218	240	2	Undirected
263	451	1	Undirected
11	427	1	Undirected
23	554	1	Undirected
493	511	1	Undirected
75	264	1	Undirected
34	123	3	Undirected
209	296	1	Undirected
311	314	1	Undirected
89	120	5	Undirected
23	65	11	Undirected
153	458	1	Undirected
119	447	1	Undirected
26	166	1	Undirected
111	260	4	Undirected
12	458	1	Undirected
499	501	1	Undirected
214	355	1	Undirected
42	61	1	Undirected
86	453	1	Undirected
245	374	1	Undirected
436	497	1	Undirected
38	435	1	Undirected
338	366	1	Undirected
173	221	1	Undirected
260	461	1	Undirected
372	379	1	Undirected
235	269	1	Undirected
180	201	1	Undirected
13	34	1	Undirected
5	46	6	Undirected
49	341	1	Undirected
47	442	2	Undirected
1	578	1	Undirected
174	223	1	Undirected
18	25	1	Undirected
173	225	1	Undirected
89	133	1	Undirected
89	156	1	Undirected
79	387	1	Undirected
124	578	1	Undirected
60	168	1	Undirected
48	574	1	Undirected
89	426	1	Undirected
102	267	1	Undirected
346	361	1	Undirected
163	292	1	Undirected
93	504	1	Undirected
126	477	1	Undirected
10	47	1	Undirected
67	134	1	Undirected
234	439	1	Undirected
20	63	2	Undirected
120	443	1	Undirected
275	276	1	Undirected
19	21	1	Undirected
31	77	1	Undirected
30	135	3	Undirected
46	256	1	Undirected
295	302	1	Undirected
32	285	1	Undirected
288	291	1	Undirected
535	539	1	Undirected
64	98	3	Undirected
4	79	1	Undirected
73	551	1	Undirected
86	101	1	Undirected
85	98	1	Undirected
15	73	5	Undirected
84	96	9	Undirected
236	257	1	Undirected
184	206	1	Undirected
348	350	1	Undirected
214	222	2	Undirected
210	219	1	Undirected
419	431	1	Undirected
68	395	1	Undirected
125	253	1	Undirected
123	299	1	Undirected
125	442	2	Undirected
18	206	1	Undirected
100	546	1	Undirected
546	553	1	Undirected
244	255	1	Undirected
29	77	1	Undirected
429	431	1	Undirected
200	205	1	Undirected
300	442	2	Undirected
60	596	1	Undirected
14	113	12	Undirected
122	472	1	Undirected
55	174	1	Undirected
401	408	1	Undirected
57	273	1	Undirected
5	503	1	Undirected
300	344	1	Undirected
230	460	1	Undirected
28	100	5	Undirected
174	219	1	Undirected
119	425	1	Undirected
122	149	2	Undirected
47	464	1	Undirected
104	125	1	Undirected
59	347	1	Undirected
183	201	1	Undirected
18	227	1	Undirected
185	186	1	Undirected
47	392	1	Undirected
1	268	1	Undirected
48	226	1	Undirected
63	260	2	Undirected
86	364	1	Undirected
106	175	1	Undirected
256	261	1	Undirected
144	276	1	Undirected
178	182	1	Undirected
96	190	1	Undirected
108	365	1	Undirected
144	273	1	Undirected
36	65	14	Undirected
5	293	1	Undirected
149	484	1	Undirected
133	143	2	Undirected
162	233	1	Undirected
96	427	1	Undirected
48	251	1	Undirected
25	61	1	Undirected
58	71	1	Undirected
151	233	1	Undirected
19	357	1	Undirected
28	517	3	Undirected
47	414	1	Undirected
56	446	1	Undirected
79	333	1	Undirected
65	462	2	Undirected
151	492	1	Undirected
90	374	1	Undirected
14	287	1	Undirected
47	565	1	Undirected
304	309	1	Undirected
140	219	1	Undirected
128	360	1	Undirected
341	360	1	Undirected
379	435	1	Undirected
64	578	1	Undirected
124	147	1	Undirected
24	52	1	Undirected
160	235	1	Undirected
38	319	1	Undirected
18	52	3	Undirected
199	214	1	Undirected
388	534	1	Undirected
436	524	1	Undirected
127	289	2	Undirected
564	566	1	Undirected
53	76	1	Undirected
102	266	1	Undirected
33	59	7	Undirected
36	133	2	Undirected
90	247	2	Undirected
92	346	2	Undirected
379	432	1	Undirected
89	131	1	Undirected
37	81	2	Undirected
52	295	1	Undirected
99	106	1	Undirected
557	579	1	Undirected
92	530	1	Undirected
11	102	1	Undirected
140	466	1	Undirected
49	260	5	Undirected
90	548	1	Undirected
125	519	1	Undirected
144	322	1	Undirected
45	145	4	Undirected
76	145	2	Undirected
125	547	1	Undirected
91	540	1	Undirected
493	506	1	Undirected
102	281	1	Undirected
346	539	1	Undirected
240	266	1	Undirected
38	61	1	Undirected
153	159	2	Undirected
115	264	1	Undirected
127	346	2	Undirected
42	359	1	Undirected
444	450	1	Undirected
344	365	1	Undirected
84	109	1	Undirected
240	244	1	Undirected
446	471	1	Undirected
88	245	1	Undirected
65	582	1	Undirected
19	515	1	Undirected
23	459	1	Undirected
93	142	2	Undirected
289	456	1	Undirected
14	263	4	Undirected
63	80	1	Undirected
260	452	1	Undirected
45	283	3	Undirected
162	286	2	Undirected
18	239	1	Undirected
30	330	2	Undirected
46	579	1	Undirected
46	558	1	Undirected
150	316	1	Undirected
24	51	1	Undirected
245	391	1	Undirected
222	456	1	Undirected
139	498	1	Undirected
276	299	1	Undirected
108	451	1	Undirected
36	370	1	Undirected
91	598	1	Undirected
240	248	1	Undirected
180	210	1	Undirected
4	43	1	Undirected
36	369	1	Undirected
32	218	7	Undirected
96	504	1	Undirected
303	327	1	Undirected
335	344	1	Undirected
51	73	1	Undirected
33	61	1	Undirected
14	46	11	Undirected
160	359	1	Undirected
92	537	1	Undirected
96	337	1	Undirected
73	344	1	Undirected
12	274	1	Undirected
289	454	1	Undirected
334	356	1	Undirected
14	269	2	Undirected
11	172	1	Undirected
34	198	1	Undirected
59	170	2	Undirected
84	424	1	Undirected
151	171	4	Undirected
141	469	1	Undirected
46	163	2	Undirected
96	436	2	Undirected
124	137	1	Undirected
337	360	1	Undirected
31	41	1	Undirected
57	187	1	Undirected
124	167	4	Undirected
70	515	1	Undirected
65	126	9	Undirected
45	573	1	Undirected
19	391	1	Undirected
23	57	3	Undirected
46	294	1	Undirected
28	502	1	Undirected
1	388	1	Undirected
133	553	1	Undirected
47	510	1	Undirected
388	532	1	Undirected
372	383	1	Undirected
108	291	2	Undirected
108	258	1	Undirected
219	220	1	Undirected
493	508	1	Undirected
380	389	1	Undirected
176	212	1	Undirected
93	342	1	Undirected
89	464	1	Undirected
79	99	1	Undirected
157	420	1	Undirected
47	267	1	Undirected
455	483	1	Undirected
46	482	2	Undirected
3	79	2	Undirected
96	211	1	Undirected
112	213	1	Undirected
91	250	1	Undirected
257	269	1	Undirected
46	162	6	Undirected
96	417	1	Undirected
166	202	1	Undirected
34	393	1	Undirected
170	444	1	Undirected
59	301	1	Undirected
64	150	3	Undirected
117	137	1	Undirected
588	592	1	Undirected
82	454	1	Undirected
207	216	1	Undirected
106	344	1	Undirected
95	365	1	Undirected
218	229	1	Undirected
513	514	1	Undirected
98	180	1	Undirected
201	216	1	Undirected
87	300	1	Undirected
45	286	1	Undirected
184	196	1	Undirected
79	550	1	Undirected
67	351	1	Undirected
135	171	3	Undirected
55	71	1	Undirected
12	106	6	Undirected
590	594	1	Undirected
59	338	1	Undirected
36	89	7	Undirected
12	342	1	Undirected
117	288	1	Undirected
65	268	1	Undirected
36	252	2	Undirected
68	394	1	Undirected
65	153	2	Undirected
143	144	2	Undirected
155	159	1	Undirected
111	436	1	Undirected
75	255	1	Undirected
91	440	1	Undirected
237	542	1	Undirected
